user_id,timestamp,song,artist,session_id,duration
855,2025-05-09 14:45:00,Hey Jude,Queen,7357,8.89
322,2024-11-26 08:06:00,Stairway to Heaven,Nirvana,3610,7.16
523,2024-06-26 12:24:00,Stairway to Heaven,Pink Floyd,4242,4.27
968,2024-06-02 06:57:00,Like a Prayer,AC/DC,7233,6.9
972,2025-10-05 16:37:00,Smells Like Teen Spirit,Michael Jackson,3194,7.54
574,2024-01-13 17:14:00,Smells Like Teen Spirit,Michael Jackson,3419,3.51
550,2025-01-05 07:27:00,With or Without You,Queen,8264,7.74
853,2025-04-28 06:44:00,Billie Jean,The Beatles,8857,8.44
154,2025-11-26 02:36:00,Hotel California,Madonna,6890,4.56
565,2025-02-01 02:25:00,Like a Prayer,U2,6275,4.44
458,2024-01-17 00:03:00,With or Without You,The Beatles,9782,8.02
433,2025-08-28 15:02:00,Smells Like Teen Spirit,Madonna,7291,8.91
756,2024-05-04 03:49:00,Like a Prayer,The Beatles,7246,4.04
175,2024-06-26 12:26:00,With or Without You,Nirvana,2558,5.16
692,2024-11-24 19:40:00,Hotel California,U2,3555,6.98
731,2024-06-11 14:41:00,Hotel California,Queen,8453,8.54
963,2024-04-27 09:19:00,Back in Black,Nirvana,2990,8.54
675,2025-10-03 21:54:00,Comfortably Numb,Queen,1738,9.06
561,2024-04-05 09:27:00,Bohemian Rhapsody,AC/DC,7469,6.11
611,2024-11-19 08:41:00,Stairway to Heaven,The Beatles,3085,8.4
959,2024-05-18 08:09:00,Back in Black,Michael Jackson,3606,5.69
229,2024-04-17 08:31:00,Hey Jude,Queen,1135,4.84
436,2025-04-21 13:07:00,Stairway to Heaven,AC/DC,5225,9.87
650,2024-01-02 13:53:00,Stairway to Heaven,AC/DC,5189,9.55
262,2025-09-01 23:17:00,Back in Black,Michael Jackson,5688,3.8
21,2025-09-23 20:48:00,Bohemian Rhapsody,AC/DC,4609,3.15
179,2024-11-14 12:17:00,With or Without You,Eagles,4282,4.04
486,2025-10-19 13:56:00,Like a Prayer,Nirvana,7541,6.9
874,2024-01-11 15:50:00,Billie Jean,Pink Floyd,8974,5.32
423,2025-08-25 10:39:00,Comfortably Numb,U2,1445,5.5
492,2025-11-27 08:51:00,Smells Like Teen Spirit,Led Zeppelin,9983,9.73
478,2024-04-06 21:16:00,With or Without You,Michael Jackson,4442,8.82
150,2025-10-10 03:00:00,Stairway to Heaven,U2,1920,3.54
951,2024-04-10 06:14:00,Stairway to Heaven,Eagles,1208,4.54
442,2025-01-19 12:42:00,Smells Like Teen Spirit,The Beatles,2350,5.86
151,2024-01-10 01:30:00,Like a Prayer,Led Zeppelin,8962,5.76
226,2025-07-12 12:07:00,Stairway to Heaven,U2,5234,9.58
730,2024-01-18 09:37:00,Hotel California,The Beatles,6711,6.63
929,2024-04-26 12:25:00,Billie Jean,Madonna,8624,9.5
766,2024-08-06 04:24:00,Smells Like Teen Spirit,Queen,8908,3.17
863,2024-04-03 10:52:00,Hey Jude,Madonna,8155,6.73
400,2025-11-28 05:25:00,Stairway to Heaven,Eagles,7139,4.62
367,2025-07-10 12:16:00,Smells Like Teen Spirit,Queen,6260,3.95
65,2024-12-08 23:23:00,Like a Prayer,Led Zeppelin,3311,9.37
213,2024-12-24 00:52:00,Smells Like Teen Spirit,Michael Jackson,8360,9.61
756,2024-11-16 11:09:00,Smells Like Teen Spirit,AC/DC,5642,3.81
553,2025-04-17 10:14:00,Smells Like Teen Spirit,Pink Floyd,9892,2.66
826,2025-09-18 02:09:00,Back in Black,Eagles,2352,7.01
344,2025-09-28 19:53:00,Stairway to Heaven,Michael Jackson,8352,9.56
637,2025-07-05 22:02:00,Comfortably Numb,The Beatles,4996,2.88
636,2024-10-18 08:55:00,Back in Black,Queen,4573,2.78
484,2024-02-05 02:53:00,Stairway to Heaven,The Beatles,3584,3.19
889,2025-05-30 15:20:00,Like a Prayer,Nirvana,5250,5.19
848,2025-12-14 13:13:00,Comfortably Numb,The Beatles,1422,7.57
441,2024-11-01 15:38:00,Hotel California,Madonna,6664,4.91
448,2025-04-25 10:43:00,Hey Jude,Pink Floyd,4127,9.53
974,2025-12-22 20:52:00,Smells Like Teen Spirit,Michael Jackson,6134,8.49
350,2025-03-24 17:13:00,Hey Jude,Eagles,1358,7.79
417,2025-01-28 22:33:00,With or Without You,Nirvana,6410,9.71
53,2025-05-17 21:40:00,Hey Jude,Pink Floyd,7647,4.34
415,2025-02-03 07:50:00,With or Without You,AC/DC,3526,5.71
778,2025-02-07 15:49:00,Billie Jean,U2,8871,4.04
599,2025-02-14 08:54:00,Comfortably Numb,Eagles,8974,8.54
631,2024-05-24 13:07:00,Back in Black,AC/DC,5812,7.97
975,2024-11-18 03:19:00,Smells Like Teen Spirit,Madonna,6827,7.51
622,2024-10-12 07:05:00,Back in Black,The Beatles,6558,7.05
677,2024-06-02 14:56:00,Hey Jude,The Beatles,5550,3.58
125,2025-03-23 07:59:00,Smells Like Teen Spirit,Eagles,4768,7.49
447,2024-12-06 13:05:00,Back in Black,Queen,8268,6.93
858,2024-01-15 12:35:00,Hotel California,The Beatles,3535,6.54
585,2024-11-19 15:10:00,Billie Jean,Eagles,3819,7.49
640,2024-07-29 00:15:00,Comfortably Numb,Pink Floyd,9296,4.25
859,2025-09-25 08:41:00,Hotel California,AC/DC,2755,8.86
881,2024-09-24 22:21:00,Back in Black,Queen,1027,6.04
834,2024-06-16 13:50:00,With or Without You,Nirvana,5103,8.34
71,2024-04-29 07:27:00,Stairway to Heaven,AC/DC,3066,3.43
108,2024-02-12 00:21:00,Billie Jean,AC/DC,8467,7.04
931,2024-10-03 23:58:00,Like a Prayer,Led Zeppelin,7844,5.67
470,2025-06-29 01:48:00,Like a Prayer,Pink Floyd,4341,6.73
273,2025-06-22 02:07:00,Comfortably Numb,The Beatles,2527,6.11
197,2024-06-07 03:15:00,Hotel California,The Beatles,2789,6.55
638,2025-06-01 14:47:00,Billie Jean,Queen,2735,9.62
880,2025-08-03 12:02:00,Smells Like Teen Spirit,Nirvana,4700,2.99
251,2024-01-11 08:31:00,Back in Black,Eagles,7536,4.71
66,2025-09-11 12:48:00,Hey Jude,AC/DC,2999,4.12
66,2024-01-26 14:17:00,Bohemian Rhapsody,U2,7735,5.76
846,2025-08-04 00:09:00,Comfortably Numb,Queen,9693,8.5
401,2024-02-05 19:54:00,Back in Black,AC/DC,1045,2.87
897,2025-10-28 08:05:00,Smells Like Teen Spirit,Eagles,4363,7.87
566,2024-04-16 11:30:00,With or Without You,The Beatles,8821,4.46
588,2025-11-18 18:54:00,Stairway to Heaven,Michael Jackson,5956,3.89
489,2024-11-11 13:36:00,Hey Jude,U2,3325,3.44
526,2025-05-28 17:11:00,Smells Like Teen Spirit,Michael Jackson,7198,8.16
530,2024-05-20 18:43:00,Hotel California,Nirvana,2551,5.19
315,2024-03-06 20:56:00,With or Without You,Madonna,3414,3.2
199,2025-10-24 01:31:00,With or Without You,Led Zeppelin,7299,3.32
826,2025-04-10 14:27:00,Like a Prayer,U2,3015,8.62
351,2025-02-22 05:49:00,Billie Jean,Pink Floyd,3160,6.22
278,2025-02-19 21:40:00,Back in Black,Eagles,9336,3.84
148,2024-10-05 10:23:00,Stairway to Heaven,Madonna,5761,5.93
453,2025-07-01 14:30:00,Stairway to Heaven,Michael Jackson,8000,3.92
727,2025-03-05 08:13:00,Smells Like Teen Spirit,AC/DC,8156,6.58
747,2025-06-24 06:57:00,With or Without You,Nirvana,9430,3.23
930,2024-10-07 21:19:00,Like a Prayer,The Beatles,4600,3.68
354,2024-09-03 15:43:00,Back in Black,Eagles,2910,5.76
214,2025-09-12 18:26:00,Billie Jean,Madonna,6324,6.03
638,2025-08-21 10:54:00,Like a Prayer,U2,1486,8.35
626,2024-12-20 10:10:00,Back in Black,Madonna,2498,7.11
607,2024-04-28 02:53:00,Comfortably Numb,Led Zeppelin,3815,4.89
440,2024-11-16 15:05:00,Comfortably Numb,Led Zeppelin,8800,5.67
669,2025-04-14 10:23:00,Hey Jude,Madonna,7373,9.4
296,2024-02-08 09:21:00,Billie Jean,Nirvana,9489,8.75
697,2024-12-17 04:47:00,Like a Prayer,Queen,8138,6.9
153,2024-05-12 01:01:00,With or Without You,Eagles,8838,6.44
221,2024-04-20 21:52:00,Billie Jean,AC/DC,9808,5.17
253,2024-09-14 06:33:00,Comfortably Numb,The Beatles,6393,5.01
190,2025-12-03 12:11:00,Like a Prayer,Led Zeppelin,1470,4.33
214,2025-06-24 14:35:00,Smells Like Teen Spirit,AC/DC,3192,6.44
202,2025-04-15 13:32:00,Back in Black,Pink Floyd,3046,9.18
548,2024-10-14 23:02:00,Billie Jean,Michael Jackson,1901,6.4
915,2025-03-07 17:53:00,Bohemian Rhapsody,Queen,3130,2.56
324,2025-01-14 06:09:00,Back in Black,U2,4551,2.82
126,2025-12-23 22:46:00,Bohemian Rhapsody,AC/DC,9485,5.1
870,2025-10-16 12:10:00,Hotel California,U2,9355,6.95
329,2025-05-12 19:47:00,Hey Jude,Led Zeppelin,4391,8.01
745,2024-10-17 17:50:00,Smells Like Teen Spirit,The Beatles,2825,7.35
806,2025-03-23 15:25:00,Bohemian Rhapsody,Nirvana,8850,6.84
841,2025-02-10 13:17:00,Comfortably Numb,U2,6311,7.68
831,2025-04-29 20:36:00,Like a Prayer,Eagles,4217,3.01
498,2025-10-14 06:12:00,Comfortably Numb,Nirvana,4325,2.61
840,2024-02-05 18:32:00,Billie Jean,Michael Jackson,5309,9.86
448,2024-12-17 18:39:00,Hotel California,Michael Jackson,4939,6.99
741,2025-08-24 09:02:00,Billie Jean,Eagles,6829,9.3
644,2024-08-22 02:46:00,With or Without You,Madonna,2087,8.69
580,2024-04-01 18:05:00,Comfortably Numb,Pink Floyd,7585,6.38
345,2025-04-11 18:21:00,Billie Jean,AC/DC,3756,3.2
251,2024-10-23 05:31:00,Hey Jude,Queen,1404,9.07
595,2025-11-27 00:53:00,Billie Jean,U2,8978,4.34
536,2024-07-18 14:04:00,Hey Jude,Madonna,8267,7.63
346,2025-04-07 16:36:00,Smells Like Teen Spirit,Led Zeppelin,8035,6.28
561,2024-01-07 01:18:00,Hey Jude,AC/DC,6905,6.69
234,2025-10-08 12:18:00,Bohemian Rhapsody,Madonna,6908,8.41
419,2024-07-17 20:36:00,Stairway to Heaven,Nirvana,1867,9.26
796,2025-04-11 11:26:00,Like a Prayer,AC/DC,7885,6.86
961,2024-07-17 08:50:00,Smells Like Teen Spirit,Madonna,6973,8.1
29,2025-09-26 16:20:00,Billie Jean,Led Zeppelin,9134,7.53
228,2025-12-15 17:52:00,Hey Jude,The Beatles,8958,5.13
4,2025-11-28 15:22:00,Back in Black,U2,3531,2.88
519,2025-11-20 18:40:00,Like a Prayer,U2,8453,9.4
73,2024-05-17 08:22:00,Hotel California,Pink Floyd,3738,5.66
398,2025-06-21 04:11:00,Back in Black,Pink Floyd,2986,9.51
130,2024-06-09 21:31:00,Billie Jean,Nirvana,3233,3.53
683,2024-09-06 16:08:00,With or Without You,Eagles,7638,5.67
728,2025-07-14 09:21:00,Hey Jude,Eagles,9980,9.61
199,2025-12-16 03:48:00,Like a Prayer,Eagles,2717,6.04
884,2024-09-02 20:13:00,Like a Prayer,Eagles,5671,3.68
948,2025-08-23 19:29:00,Bohemian Rhapsody,AC/DC,5767,4.63
960,2024-07-14 06:35:00,Hey Jude,Michael Jackson,7915,6.42
375,2025-08-16 17:36:00,Like a Prayer,Led Zeppelin,9244,2.81
186,2024-10-05 06:40:00,Bohemian Rhapsody,Madonna,6884,5.5
666,2024-08-04 21:40:00,Stairway to Heaven,Michael Jackson,6448,8.86
436,2025-01-07 05:14:00,Smells Like Teen Spirit,U2,4173,5.06
990,2025-04-23 05:57:00,Back in Black,Pink Floyd,8369,9.86
901,2025-11-06 04:15:00,Bohemian Rhapsody,The Beatles,5777,9.61
264,2025-03-24 16:17:00,Bohemian Rhapsody,AC/DC,4439,7.52
241,2025-04-25 09:20:00,Smells Like Teen Spirit,Led Zeppelin,1790,9.4
225,2024-03-22 06:47:00,Smells Like Teen Spirit,U2,3997,5.57
685,2025-04-09 18:09:00,Like a Prayer,Madonna,7660,2.71
95,2025-02-21 08:44:00,Hey Jude,Eagles,5494,8.78
620,2024-11-25 03:27:00,With or Without You,Michael Jackson,2343,6.41
268,2025-09-14 22:36:00,Billie Jean,Led Zeppelin,9470,7.29
68,2025-05-22 14:46:00,Stairway to Heaven,Eagles,6064,8.47
442,2024-10-04 15:05:00,Bohemian Rhapsody,Led Zeppelin,6919,2.53
282,2024-07-04 08:44:00,Smells Like Teen Spirit,AC/DC,8540,3.15
416,2024-10-05 11:29:00,Billie Jean,The Beatles,9365,5.36
472,2024-10-12 10:09:00,Billie Jean,U2,4987,3.22
642,2024-03-11 07:49:00,Bohemian Rhapsody,AC/DC,9043,5.98
241,2025-07-28 15:09:00,Smells Like Teen Spirit,Led Zeppelin,5000,9.34
757,2025-05-18 03:05:00,Smells Like Teen Spirit,The Beatles,5851,7.95
582,2024-06-08 01:32:00,Bohemian Rhapsody,U2,1404,7.91
132,2025-05-05 04:05:00,Comfortably Numb,The Beatles,1241,3.73
728,2025-02-05 04:59:00,Bohemian Rhapsody,Madonna,8895,4.59
73,2025-05-07 21:52:00,Bohemian Rhapsody,The Beatles,6941,3.46
60,2024-07-27 12:35:00,Hotel California,Eagles,3947,2.99
377,2024-04-02 00:42:00,With or Without You,The Beatles,1980,8.88
886,2025-04-15 02:10:00,Bohemian Rhapsody,Nirvana,9825,2.63
548,2025-03-14 12:33:00,Hey Jude,Michael Jackson,4316,4.07
596,2024-07-29 15:36:00,Back in Black,Led Zeppelin,9634,4.16
328,2024-04-04 07:10:00,Smells Like Teen Spirit,Pink Floyd,9240,9.1
439,2025-08-24 23:19:00,Comfortably Numb,Queen,7747,4.03
622,2025-05-15 15:06:00,Smells Like Teen Spirit,Eagles,4258,3.24
865,2024-03-04 16:37:00,Comfortably Numb,Pink Floyd,6382,7.95
710,2025-02-27 17:16:00,With or Without You,Pink Floyd,6011,6.46
992,2025-10-27 16:31:00,Comfortably Numb,AC/DC,4388,6.93
642,2024-08-12 23:27:00,Comfortably Numb,Pink Floyd,4369,7.62
882,2024-08-02 15:56:00,Bohemian Rhapsody,The Beatles,7050,4.64
692,2025-11-14 05:07:00,Back in Black,Led Zeppelin,5971,7.02
549,2025-12-06 05:14:00,Smells Like Teen Spirit,Queen,7524,3.47
518,2024-07-24 18:06:00,Hotel California,Queen,5318,7.12
809,2025-08-27 15:21:00,Hotel California,Queen,4804,3.33
628,2025-01-30 01:03:00,Hotel California,Nirvana,4087,7.84
198,2024-01-10 15:18:00,Like a Prayer,Eagles,1438,5.8
132,2025-10-02 18:15:00,With or Without You,Queen,2381,9.05
145,2025-07-10 18:59:00,Bohemian Rhapsody,Nirvana,3044,9.68
54,2024-09-05 10:58:00,Like a Prayer,Pink Floyd,7013,6.78
765,2025-01-07 19:25:00,Back in Black,The Beatles,3004,8.29
931,2024-11-06 13:10:00,Hotel California,Madonna,1211,4.25
305,2025-02-28 16:38:00,Like a Prayer,U2,6616,7.72
391,2025-11-20 07:48:00,Billie Jean,The Beatles,2327,4.42
250,2025-11-13 23:07:00,Comfortably Numb,Madonna,7657,8.79
65,2024-01-10 05:26:00,Like a Prayer,Pink Floyd,9587,7.47
233,2024-05-12 07:19:00,Comfortably Numb,AC/DC,8926,3.73
35,2025-01-28 20:35:00,Bohemian Rhapsody,The Beatles,2113,4.94
402,2024-06-25 11:11:00,Hey Jude,Eagles,5979,5.46
563,2024-03-11 13:01:00,Bohemian Rhapsody,Led Zeppelin,4435,5.32
784,2024-02-12 05:13:00,With or Without You,Queen,6848,9.36
61,2025-02-20 06:23:00,Stairway to Heaven,AC/DC,7262,8.39
44,2025-11-21 18:25:00,Hey Jude,Pink Floyd,1232,2.85
31,2025-07-10 16:18:00,Smells Like Teen Spirit,AC/DC,7090,5.77
35,2024-02-13 13:06:00,Billie Jean,U2,7809,6.01
972,2024-05-29 20:11:00,Hey Jude,U2,8997,6.14
581,2024-03-26 11:36:00,Bohemian Rhapsody,Pink Floyd,8057,6.69
989,2024-05-10 06:20:00,Stairway to Heaven,Queen,2379,6.66
667,2024-07-09 02:07:00,Bohemian Rhapsody,Eagles,2192,8.34
599,2024-09-19 04:08:00,Billie Jean,Michael Jackson,2296,4.65
157,2025-06-22 22:32:00,Comfortably Numb,Eagles,7323,5.5
442,2024-06-05 16:31:00,Billie Jean,Michael Jackson,5157,9.6
66,2024-06-11 07:12:00,Bohemian Rhapsody,Queen,7434,9.23
343,2024-05-22 06:03:00,Comfortably Numb,Eagles,1425,7.75
770,2025-08-30 16:51:00,Comfortably Numb,U2,6411,8.62
635,2024-04-04 02:31:00,Like a Prayer,AC/DC,2561,3.37
586,2025-03-01 14:11:00,Comfortably Numb,Queen,7515,6.02
414,2025-03-13 01:30:00,Hey Jude,Nirvana,8616,7.81
165,2024-02-05 09:32:00,Hey Jude,Nirvana,8734,9.51
456,2025-10-25 15:09:00,Stairway to Heaven,Eagles,3049,5.25
94,2024-08-30 13:50:00,Comfortably Numb,Pink Floyd,2393,5.01
527,2025-04-14 16:40:00,Comfortably Numb,Pink Floyd,7714,9.98
734,2025-05-01 10:34:00,Billie Jean,Michael Jackson,7052,3.0
680,2025-08-08 16:11:00,Hotel California,Michael Jackson,1396,5.26
490,2025-11-15 14:52:00,Hotel California,U2,2130,3.48
560,2024-09-26 19:52:00,With or Without You,Michael Jackson,4433,6.77
42,2025-02-11 18:39:00,Bohemian Rhapsody,Madonna,6450,7.67
847,2024-09-09 15:45:00,Hey Jude,The Beatles,6347,3.01
676,2024-09-22 07:49:00,Like a Prayer,Eagles,4099,5.03
939,2024-01-31 19:54:00,Billie Jean,Led Zeppelin,5773,3.28
725,2025-11-20 19:15:00,Smells Like Teen Spirit,Nirvana,1962,9.25
730,2025-03-28 05:33:00,Billie Jean,The Beatles,4604,3.63
839,2025-03-18 12:40:00,Hotel California,AC/DC,6121,8.93
268,2024-02-24 21:02:00,Like a Prayer,Michael Jackson,8204,7.06
827,2024-10-18 04:38:00,Hotel California,The Beatles,2451,7.33
795,2024-04-27 16:18:00,Back in Black,Michael Jackson,5942,7.96
462,2025-12-10 21:32:00,Hotel California,Nirvana,6023,9.01
161,2024-11-23 08:20:00,With or Without You,AC/DC,6854,2.99
380,2025-04-18 03:16:00,Back in Black,Pink Floyd,7316,4.68
218,2024-03-18 14:23:00,Comfortably Numb,Eagles,9239,5.66
623,2024-12-21 17:26:00,Comfortably Numb,Pink Floyd,7301,5.42
231,2024-11-23 19:58:00,Smells Like Teen Spirit,U2,8819,9.6
216,2024-05-13 00:58:00,Like a Prayer,Led Zeppelin,4167,8.7
952,2025-06-07 20:24:00,With or Without You,U2,8478,8.04
903,2025-08-06 04:11:00,With or Without You,AC/DC,3379,9.93
945,2025-05-23 05:03:00,Comfortably Numb,U2,6648,8.21
865,2024-03-17 03:45:00,Like a Prayer,Madonna,2762,8.91
414,2024-07-27 15:20:00,Smells Like Teen Spirit,AC/DC,3465,9.81
581,2024-06-02 07:01:00,Comfortably Numb,The Beatles,3849,7.18
822,2024-03-30 21:40:00,Hey Jude,The Beatles,8363,9.1
504,2025-12-24 17:32:00,Hotel California,AC/DC,5493,7.9
110,2025-08-08 04:15:00,Stairway to Heaven,The Beatles,2462,5.4
218,2024-09-11 16:41:00,Like a Prayer,Eagles,1293,8.8
471,2024-09-09 03:43:00,Stairway to Heaven,Michael Jackson,4794,5.27
423,2025-12-06 15:12:00,Like a Prayer,Led Zeppelin,8970,7.88
839,2025-07-15 23:54:00,Hey Jude,Michael Jackson,2705,3.47
995,2025-05-30 08:53:00,Stairway to Heaven,Nirvana,8345,8.08
180,2024-12-28 13:56:00,Billie Jean,Queen,1711,3.77
858,2025-01-20 11:57:00,Back in Black,AC/DC,4814,8.59
804,2024-08-28 08:07:00,With or Without You,Madonna,8885,6.27
614,2024-09-09 11:31:00,Like a Prayer,Led Zeppelin,1719,8.86
714,2024-07-23 22:11:00,Like a Prayer,Nirvana,4565,6.45
242,2025-10-17 03:21:00,Like a Prayer,U2,7387,9.95
306,2025-11-20 07:10:00,Back in Black,Eagles,8781,4.49
786,2024-03-18 09:58:00,Back in Black,Michael Jackson,7177,6.6
525,2025-04-07 14:54:00,Comfortably Numb,U2,8460,9.53
692,2024-05-24 02:51:00,With or Without You,Led Zeppelin,8499,9.76
388,2025-11-06 09:54:00,Hotel California,U2,2925,6.7
665,2024-06-22 06:16:00,Hey Jude,Eagles,6992,4.76
777,2024-07-19 19:35:00,Hey Jude,Queen,1130,4.11
263,2024-03-10 03:56:00,Back in Black,Eagles,4997,7.11
673,2024-09-29 14:00:00,Smells Like Teen Spirit,U2,4689,4.57
502,2025-05-06 17:52:00,Hotel California,Led Zeppelin,7576,7.1
114,2025-12-25 10:12:00,Billie Jean,Led Zeppelin,2084,9.07
833,2024-03-21 22:35:00,Smells Like Teen Spirit,Led Zeppelin,2341,9.74
722,2024-04-10 02:59:00,Comfortably Numb,The Beatles,1191,2.94
920,2025-12-21 00:56:00,Hotel California,U2,7832,5.23
117,2025-10-06 17:41:00,Stairway to Heaven,Pink Floyd,9035,7.91
419,2025-07-17 21:10:00,Comfortably Numb,Michael Jackson,2857,6.11
629,2024-06-28 09:03:00,Billie Jean,U2,9076,8.82
860,2025-06-21 15:52:00,Bohemian Rhapsody,Nirvana,7108,4.61
372,2024-10-29 03:16:00,Like a Prayer,Nirvana,2127,4.71
930,2025-01-20 19:04:00,Bohemian Rhapsody,Led Zeppelin,7415,3.43
673,2025-10-08 11:10:00,Hotel California,Nirvana,5853,9.6
57,2024-12-03 21:10:00,Hotel California,Queen,6832,9.47
754,2024-01-13 07:51:00,Bohemian Rhapsody,Queen,9715,3.64
11,2024-08-11 19:23:00,Hotel California,Michael Jackson,9668,7.55
921,2024-06-20 04:15:00,Smells Like Teen Spirit,Madonna,8160,7.3
342,2025-07-14 18:13:00,Hey Jude,Madonna,9805,9.69
272,2024-08-22 03:07:00,Hotel California,Led Zeppelin,8539,8.59
268,2025-03-20 02:26:00,Stairway to Heaven,Michael Jackson,1452,3.05
187,2024-06-14 04:26:00,Bohemian Rhapsody,Queen,8254,6.65
98,2025-09-05 06:32:00,Hey Jude,Led Zeppelin,9611,6.29
628,2024-12-12 08:50:00,Hotel California,U2,1556,7.55
722,2025-08-16 22:08:00,Hotel California,AC/DC,4704,9.46
339,2025-10-19 01:13:00,Smells Like Teen Spirit,AC/DC,9545,4.93
291,2025-11-29 01:32:00,Smells Like Teen Spirit,Queen,4755,4.62
862,2024-01-27 07:07:00,Stairway to Heaven,Madonna,5142,3.16
241,2025-06-14 04:50:00,Back in Black,Led Zeppelin,4192,9.08
505,2025-03-10 04:18:00,Back in Black,Pink Floyd,9141,8.8
647,2025-02-27 04:10:00,Hey Jude,Queen,6588,8.19
638,2024-05-24 12:03:00,Like a Prayer,The Beatles,9872,8.43
188,2024-10-08 01:56:00,Smells Like Teen Spirit,Queen,9692,9.52
193,2024-08-05 08:51:00,Bohemian Rhapsody,U2,3614,6.99
