2024-01-16,Laptop,4620.27,Kolkata,CUST00147,1
2024-11-22,Mouse,3094.21,Kolkata,CUST00577,5
2024-10-31,Monitor,274.7,Kolkata,CUST00479,4
2024-08-27,Webcam,1707.39,Ahmedabad,CUST00594,1
2024-09-30,Printer,749.19,Chennai,CUST00194,3
2024-04-17,Scanner,1535.07,Kolkata,CUST00869,2
2024-12-10,Printer,3802.84,Hyderabad,CUST00371,1
2024-05-11,Mouse,837.16,Hyderabad,CUST00976,4
2024-12-04,Scanner,1884.79,Mumbai,CUST00382,4
2024-04-14,Printer,3206.42,Delhi,CUST00199,2
2024-07-28,Keyboard,3234.36,Mumbai,CUST00526,5
2024-07-28,Headphones,1917.85,Kolkata,CUST00107,3
2024-06-16,Scanner,1534.65,Chennai,CUST00567,3
2024-06-26,Webcam,806.85,Bangalore,CUST00618,5
2024-07-09,Printer,1471.76,Hyderabad,CUST00974,1
2024-04-27,Scanner,306.28,Hyderabad,CUST00201,2
2024-10-16,Headphones,4896.06,Hyderabad,CUST00409,1
2024-03-20,Scanner,2643.04,Pune,CUST00035,4
2024-11-01,Printer,442.48,Ahmedabad,CUST00225,5
2024-09-08,Monitor,2027.49,Bangalore,CUST00582,5
2024-04-03,Scanner,4327.1,Chennai,CUST00039,3
2024-02-29,Monitor,2586.22,Chennai,CUST00718,2
2024-05-18,Headphones,1270.51,Bangalore,CUST00824,1
2024-03-06,Monitor,2694.89,Kolkata,CUST00362,1
2024-07-06,Printer,589.3,Ahmedabad,CUST00073,3
2024-06-14,Webcam,3617.18,Delhi,CUST00803,4
2024-12-04,Monitor,4895.99,Delhi,CUST00634,3
2024-08-18,Webcam,3176.51,Delhi,CUST00792,4
2024-03-12,Monitor,1219.9,Ahmedabad,CUST00259,2
2024-06-02,Webcam,444.16,Pune,CUST00967,3
2024-07-16,Mouse,2005.23,Hyderabad,CUST00028,3
2024-05-30,Keyboard,164.46,Mumbai,CUST00825,5
2024-01-26,Keyboard,1326.79,Delhi,CUST00932,1
2024-07-31,Headphones,3784.89,Mumbai,CUST00494,1
2024-08-28,Webcam,4992.57,Kolkata,CUST00093,2
2024-08-21,Keyboard,1455.96,Delhi,CUST00498,1
2024-02-13,Keyboard,4030.65,Delhi,CUST00348,2
2024-06-24,Headphones,1536.07,Delhi,CUST00615,5
2024-04-09,Headphones,1052.39,Kolkata,CUST00685,4
2024-01-30,Mouse,3863.14,Kolkata,CUST00317,5
2024-01-22,Mouse,3668.91,Pune,CUST00377,4
2024-10-24,Headphones,3796.48,Hyderabad,CUST00581,2
2024-10-23,Headphones,3010.12,Kolkata,CUST00710,2
2024-12-19,Laptop,804.86,Kolkata,CUST00090,3
2024-06-12,Keyboard,4558.45,Kolkata,CUST00526,4
2024-05-11,Laptop,1636.36,Pune,CUST00304,2
2024-06-18,Keyboard,3869.3,Kolkata,CUST00769,1
2024-01-24,Scanner,1303.76,Bangalore,CUST00076,3
2024-09-22,Keyboard,793.04,Mumbai,CUST00420,2
2024-05-28,Webcam,1451.14,Kolkata,CUST00625,1
2024-05-31,Keyboard,3637.48,Ahmedabad,CUST00137,5
2024-01-02,Monitor,988.36,Ahmedabad,CUST00950,1
2024-08-25,Webcam,585.8,Mumbai,CUST00451,5
2024-09-04,Headphones,2284.94,Pune,CUST00412,3
2024-10-14,Keyboard,3727.51,Delhi,CUST00138,5
2024-09-23,Keyboard,4803.92,Delhi,CUST00979,3
2024-07-15,Printer,637.37,Pune,CUST00470,1
2024-05-16,Keyboard,4618.31,Chennai,CUST00985,1
2024-07-20,Mouse,3656.86,Delhi,CUST00347,3
2024-05-11,Mouse,1364.32,Chennai,CUST00221,4
2024-11-16,Mouse,631.24,Hyderabad,CUST00697,3
2024-12-13,Keyboard,1452.77,Pune,CUST00262,4
2024-02-23,Keyboard,1180.21,Hyderabad,CUST00674,4
2024-01-31,Monitor,4371.18,Mumbai,CUST00635,2
2024-06-06,Scanner,113.56,Chennai,CUST00223,3
2024-03-29,Printer,1540.59,Ahmedabad,CUST00782,5
2024-11-16,Monitor,3562.44,Hyderabad,CUST00761,4
2024-09-09,Headphones,971.53,Chennai,CUST00622,5
2024-04-09,Printer,2884.03,Bangalore,CUST00705,2
2024-06-05,Monitor,1559.7,Hyderabad,CUST00416,5
2024-08-05,Monitor,2245.56,Ahmedabad,CUST00799,2
2024-09-15,Keyboard,1095.38,Mumbai,CUST00725,3
2024-02-24,Webcam,4180.92,Chennai,CUST00428,2
2024-07-15,Scanner,1088.4,Ahmedabad,CUST00249,4
2024-05-31,Mouse,1838.8,Delhi,CUST00958,5
2024-06-15,Mouse,685.24,Delhi,CUST00240,2
2024-12-29,Webcam,1535.7,Mumbai,CUST00125,5
2024-06-04,Printer,1938.94,Chennai,CUST00174,3
2024-09-29,Webcam,792.09,Delhi,CUST00282,3
2024-02-22,Headphones,1032.31,Pune,CUST00967,1
2024-12-13,Laptop,3326.2,Mumbai,CUST00649,5
2024-06-15,Keyboard,3609.52,Chennai,CUST00705,2
2024-09-03,Laptop,1617.2,Chennai,CUST00481,5
2024-12-20,Keyboard,896.0,Ahmedabad,CUST00403,1
2024-07-30,Mouse,894.47,Ahmedabad,CUST00574,2
2024-10-06,Printer,4086.71,Chennai,CUST00643,1
2024-03-13,Headphones,3077.84,Hyderabad,CUST00724,2
2024-08-23,Laptop,1450.17,Pune,CUST00831,4
2024-09-07,Monitor,3508.53,Bangalore,CUST00562,5
2024-04-14,Headphones,3776.81,Hyderabad,CUST00711,3
2024-11-03,Headphones,2322.93,Chennai,CUST00456,5
2024-05-30,Headphones,3879.5,Hyderabad,CUST00340,4
2024-02-03,Webcam,847.53,Ahmedabad,CUST00643,1
2024-02-15,Monitor,4735.49,Mumbai,CUST00590,4
2024-08-12,Webcam,1423.42,Pune,CUST00826,4
2024-12-02,Mouse,2514.34,Mumbai,CUST00764,2
2024-06-13,Keyboard,3837.87,Ahmedabad,CUST00543,1
2024-03-16,Keyboard,601.55,Bangalore,CUST00623,4
2024-04-30,Printer,207.05,Mumbai,CUST00639,2
2024-06-12,Printer,3621.32,Bangalore,CUST00212,1
2024-06-18,Webcam,4509.4,Kolkata,CUST00467,4
2024-03-02,Mouse,1233.92,Hyderabad,CUST00535,3
2024-12-29,Keyboard,1774.47,Pune,CUST00116,1
2024-01-02,Monitor,3099.78,Bangalore,CUST00795,5
2024-09-11,Scanner,1572.51,Bangalore,CUST00403,2
2024-04-21,Headphones,3044.02,Bangalore,CUST00111,4
2024-05-17,Webcam,2570.54,Pune,CUST00579,3
2024-12-19,Keyboard,4561.79,Pune,CUST00317,1
2024-10-12,Keyboard,2083.64,Ahmedabad,CUST00145,5
2024-01-24,Webcam,4768.33,Delhi,CUST00267,1
2024-08-06,Laptop,4646.35,Pune,CUST00477,2
2024-12-03,Scanner,1774.99,Delhi,CUST00689,2
2024-10-25,Monitor,2741.17,Ahmedabad,CUST00305,1
2024-01-18,Monitor,3636.71,Ahmedabad,CUST00088,2
2024-01-27,Scanner,2771.32,Pune,CUST00805,4
2024-03-18,Printer,2248.91,Bangalore,CUST00786,3
2024-04-23,Monitor,1551.57,Hyderabad,CUST00147,1
2024-10-16,Monitor,2125.92,Pune,CUST00750,4
2024-08-30,Monitor,3744.52,Kolkata,CUST00789,1
2024-04-09,Printer,1780.22,Bangalore,CUST00268,3
2024-06-01,Webcam,3841.34,Mumbai,CUST00685,4
2024-12-26,Mouse,1709.81,Bangalore,CUST00040,1
2024-12-16,Webcam,2927.65,Mumbai,CUST00449,2
2024-11-24,Keyboard,3665.15,Hyderabad,CUST00199,1
2024-04-09,Headphones,2599.43,Delhi,CUST00463,2
2024-01-14,Keyboard,2379.58,Pune,CUST00083,5
2024-11-07,Printer,4797.62,Bangalore,CUST00822,5
2024-12-17,Monitor,4809.76,Pune,CUST00450,2
2024-09-03,Keyboard,427.36,Chennai,CUST00604,5
2024-06-24,Webcam,3593.11,Chennai,CUST00559,4
2024-03-13,Mouse,1886.57,Kolkata,CUST00682,4
2024-09-14,Scanner,160.82,Ahmedabad,CUST00796,1
2024-03-16,Laptop,4053.6,Ahmedabad,CUST00032,5
2024-06-06,Printer,1117.14,Delhi,CUST00351,5
2024-10-20,Laptop,2244.85,Delhi,CUST00371,2
2024-11-06,Keyboard,2701.44,Bangalore,CUST00621,2
2024-01-17,Laptop,4661.13,Kolkata,CUST00989,3
2024-09-08,Keyboard,3018.28,Pune,CUST00476,5
2024-04-07,Monitor,1993.78,Mumbai,CUST00087,5
2024-03-04,Keyboard,2204.21,Chennai,CUST00436,5
2024-04-20,Scanner,4094.34,Hyderabad,CUST00787,5
2024-08-06,Printer,3498.5,Ahmedabad,CUST00862,4
2024-05-26,Monitor,480.58,Hyderabad,CUST00366,5
2024-06-25,Monitor,2471.35,Delhi,CUST00637,5
2024-10-19,Scanner,2422.54,Kolkata,CUST00984,1
2024-10-20,Scanner,2477.53,Hyderabad,CUST00506,3
2024-01-25,Scanner,1763.57,Bangalore,CUST00357,4
2024-11-26,Scanner,3406.25,Mumbai,CUST00600,5
2024-12-21,Scanner,4917.82,Bangalore,CUST00053,2
2024-10-08,Headphones,165.21,Ahmedabad,CUST00455,2
2024-08-28,Headphones,1428.29,Hyderabad,CUST00825,5
2024-07-27,Headphones,692.21,Ahmedabad,CUST00354,5
2024-12-21,Keyboard,3676.77,Ahmedabad,CUST00068,2
2024-08-03,Webcam,2018.82,Chennai,CUST00572,3
2024-03-04,Laptop,1760.88,Pune,CUST00833,3
2024-06-17,Headphones,4540.14,Ahmedabad,CUST00768,1
2024-07-03,Mouse,324.21,Mumbai,CUST00717,3
2024-03-30,Webcam,692.0,Chennai,CUST00496,3
2024-10-12,Keyboard,1016.72,Pune,CUST00491,1
2024-08-06,Laptop,1623.92,Delhi,CUST00019,4
2024-06-17,Mouse,4988.86,Kolkata,CUST00558,5
2024-02-21,Headphones,4423.15,Chennai,CUST00784,5
2024-10-12,Webcam,637.09,Ahmedabad,CUST00181,5
2024-12-04,Laptop,2945.1,Kolkata,CUST00488,4
2024-12-25,Monitor,4473.16,Bangalore,CUST00559,5
2024-11-23,Monitor,192.98,Kolkata,CUST00536,5
2024-09-10,Scanner,3553.74,Pune,CUST00105,3
2024-11-06,Laptop,3798.21,Delhi,CUST00567,3
2024-12-31,Monitor,1880.45,Hyderabad,CUST00117,5
2024-04-09,Monitor,2818.32,Mumbai,CUST00193,2
2024-10-22,Laptop,2339.8,Bangalore,CUST00475,2
2024-07-16,Monitor,693.49,Hyderabad,CUST00861,3
2024-11-14,Scanner,775.73,Kolkata,CUST00889,1
2024-12-15,Printer,1074.08,Hyderabad,CUST00375,1
2024-01-02,Webcam,321.88,Pune,CUST00443,3
2024-07-23,Laptop,1329.56,Kolkata,CUST00686,5
2024-12-12,Printer,2341.08,Ahmedabad,CUST00093,2
2024-03-28,Headphones,1315.81,Bangalore,CUST00280,1
2024-11-29,Scanner,4756.06,Delhi,CUST00740,1
2024-04-17,Keyboard,2887.1,Chennai,CUST00066,3
2024-05-13,Mouse,4752.89,Mumbai,CUST00304,3
2024-09-20,Webcam,104.33,Mumbai,CUST00139,3
2024-04-23,Printer,1731.88,Mumbai,CUST00577,3
2024-12-30,Webcam,4209.88,Bangalore,CUST00346,5
2024-05-23,Webcam,4335.54,Mumbai,CUST00119,4
2024-06-11,Laptop,1596.17,Kolkata,CUST00932,5
2024-07-28,Headphones,2482.33,Chennai,CUST00850,3
2024-05-09,Scanner,413.89,Mumbai,CUST00493,2
2024-06-08,Printer,3954.36,Bangalore,CUST00723,5
2024-08-09,Monitor,3135.64,Delhi,CUST00173,3
2024-12-01,Headphones,619.71,Chennai,CUST00298,4
2024-12-24,Mouse,967.68,Delhi,CUST00300,5
2024-04-13,Laptop,4279.15,Bangalore,CUST00201,3
2024-04-12,Laptop,2878.51,Chennai,CUST00837,3
2024-07-09,Laptop,452.16,Hyderabad,CUST00299,4
2024-06-11,Printer,3684.85,Mumbai,CUST00804,3
2024-01-03,Keyboard,717.1,Hyderabad,CUST00930,2
2024-01-12,Webcam,1962.88,Pune,CUST00188,3
2024-09-20,Headphones,1865.36,Kolkata,CUST00697,4
2024-06-25,Headphones,2545.44,Bangalore,CUST00528,3
2024-08-04,Headphones,2563.45,Kolkata,CUST00162,5
2024-04-08,Printer,2601.88,Ahmedabad,CUST00740,4
2024-04-25,Webcam,4395.14,Ahmedabad,CUST00472,2
2024-11-15,Printer,2920.87,Kolkata,CUST00505,1
2024-07-06,Headphones,3680.56,Mumbai,CUST00176,1
2024-02-22,Keyboard,2529.65,Kolkata,CUST00553,5
2024-09-05,Webcam,3216.34,Kolkata,CUST00008,3
2024-10-23,Scanner,203.06,Pune,CUST00045,3
2024-02-13,Scanner,854.43,Bangalore,CUST00212,1
2024-09-03,Keyboard,370.89,Delhi,CUST00739,3
2024-03-11,Laptop,4364.4,Bangalore,CUST00783,5
2024-05-11,Keyboard,4291.25,Kolkata,CUST00981,3
2024-03-31,Monitor,3475.29,Ahmedabad,CUST00557,1
2024-12-09,Keyboard,2361.92,Bangalore,CUST00238,5
2024-11-18,Keyboard,288.03,Chennai,CUST00299,4
2024-07-31,Scanner,2638.19,Kolkata,CUST00276,1
2024-03-29,Printer,1033.46,Delhi,CUST00453,5
2024-10-13,Headphones,4976.55,Hyderabad,CUST00023,4
2024-12-18,Scanner,3922.65,Ahmedabad,CUST00899,3
2024-02-07,Monitor,2900.14,Mumbai,CUST00002,5
2024-08-15,Mouse,2195.05,Delhi,CUST00182,3
2024-03-17,Scanner,1707.24,Mumbai,CUST00330,4
2024-11-07,Headphones,3544.67,Chennai,CUST00852,5
2024-09-18,Monitor,3887.47,Kolkata,CUST00010,4
2024-10-26,Scanner,4323.6,Ahmedabad,CUST00175,5
2024-06-10,Headphones,819.33,Delhi,CUST00069,3
2024-04-12,Laptop,2440.69,Bangalore,CUST00336,1
2024-01-23,Webcam,4582.32,Mumbai,CUST00796,1
2024-02-20,Laptop,4260.44,Ahmedabad,CUST00188,4
2024-01-09,Headphones,929.03,Hyderabad,CUST00409,3
2024-07-26,Webcam,215.47,Kolkata,CUST00758,5
2024-05-31,Laptop,4923.32,Kolkata,CUST00780,5
2024-04-19,Mouse,1309.82,Delhi,CUST00855,2
2024-08-09,Webcam,2920.56,Pune,CUST00980,1
2024-09-29,Mouse,2259.02,Kolkata,CUST00022,5
2024-08-14,Scanner,2909.14,Bangalore,CUST00214,2
2024-10-13,Printer,2173.78,Chennai,CUST00258,1
2024-05-19,Mouse,4717.56,Chennai,CUST00827,4
2024-01-20,Laptop,3472.93,Hyderabad,CUST00418,5
2024-02-14,Printer,1777.78,Bangalore,CUST00055,3
2024-10-09,Monitor,328.62,Chennai,CUST00832,2
2024-08-26,Laptop,1893.89,Chennai,CUST00629,4
2024-08-20,Mouse,3456.01,Mumbai,CUST00439,5
2024-05-01,Laptop,1913.32,Ahmedabad,CUST00757,5
2024-10-27,Printer,4358.31,Bangalore,CUST00719,4
2024-02-05,Webcam,3235.97,Chennai,CUST00749,3
2024-11-29,Laptop,1316.0,Hyderabad,CUST00203,3
2024-04-08,Mouse,150.96,Chennai,CUST00465,1
2024-04-21,Keyboard,4161.13,Mumbai,CUST00006,3
2024-05-14,Laptop,1408.37,Kolkata,CUST00409,5
2024-06-16,Printer,3271.61,Bangalore,CUST00457,1
2024-04-29,Scanner,2172.2,Pune,CUST00198,3
2024-09-09,Headphones,2799.77,Pune,CUST00277,1
2024-06-12,Headphones,1240.3,Kolkata,CUST00378,2
2024-10-29,Laptop,3759.4,Pune,CUST00603,1
2024-09-21,Webcam,1176.98,Chennai,CUST00690,4
2024-02-18,Scanner,3412.19,Pune,CUST00919,3
2024-01-04,Keyboard,2532.86,Mumbai,CUST00484,2
2024-09-05,Webcam,3532.3,Ahmedabad,CUST00847,5
2024-05-15,Laptop,2978.24,Mumbai,CUST00171,5
2024-09-21,Scanner,1356.75,Kolkata,CUST00570,1
2024-04-12,Printer,1956.15,Ahmedabad,CUST00126,4
2024-11-18,Scanner,3016.43,Hyderabad,CUST00875,4
2024-04-19,Headphones,1937.92,Chennai,CUST00867,2
2024-05-11,Monitor,2413.5,Chennai,CUST00133,1
2024-05-24,Keyboard,3330.0,Mumbai,CUST00157,4
2024-02-25,Scanner,735.31,Chennai,CUST00741,5
2024-10-08,Printer,2427.94,Mumbai,CUST00957,1
2024-04-05,Printer,2262.32,Ahmedabad,CUST00339,4
2024-10-05,Headphones,1293.54,Pune,CUST00475,1
2024-10-12,Laptop,1872.39,Chennai,CUST00927,5
2024-12-09,Keyboard,1505.83,Delhi,CUST00753,4
2024-08-30,Keyboard,203.74,Bangalore,CUST00663,2
2024-12-12,Scanner,4813.11,Hyderabad,CUST00407,5
2024-11-13,Laptop,1121.95,Pune,CUST00515,4
2024-08-16,Headphones,4354.86,Ahmedabad,CUST00850,1
2024-04-14,Laptop,528.43,Kolkata,CUST00111,5
2024-02-15,Headphones,1432.44,Kolkata,CUST00050,2
2024-12-02,Printer,432.2,Kolkata,CUST00341,5
2024-04-21,Monitor,2234.22,Ahmedabad,CUST00538,5
2024-11-15,Monitor,1639.99,Chennai,CUST00286,3
2024-07-08,Laptop,748.62,Ahmedabad,CUST00263,5
2024-07-03,Monitor,2108.9,Mumbai,CUST00077,4
2024-04-11,Scanner,3398.57,Kolkata,CUST00595,4
2024-05-04,Monitor,3359.27,Bangalore,CUST00510,4
2024-07-18,Mouse,4971.65,Mumbai,CUST00400,5
2024-04-23,Headphones,3861.15,Chennai,CUST00653,3
2024-03-30,Headphones,2890.53,Bangalore,CUST00355,3
2024-06-22,Laptop,1066.87,Mumbai,CUST00437,2
2024-02-09,Webcam,2056.85,Hyderabad,CUST00708,5
2024-11-16,Headphones,1535.33,Mumbai,CUST00158,3
2024-03-19,Printer,4129.66,Hyderabad,CUST00621,2
2024-04-17,Keyboard,1105.66,Mumbai,CUST00173,2
2024-01-04,Headphones,2393.55,Pune,CUST00760,2
2024-09-05,Scanner,3985.69,Bangalore,CUST00012,3
2024-06-30,Monitor,632.12,Kolkata,CUST00707,5
2024-07-18,Webcam,3712.97,Chennai,CUST00927,1
2024-02-21,Headphones,1985.33,Hyderabad,CUST00169,5
2024-03-20,Scanner,3979.12,Bangalore,CUST00756,3
2024-03-30,Printer,3870.35,Hyderabad,CUST00987,1
2024-03-31,Laptop,4474.42,Bangalore,CUST00968,2
2024-04-12,Keyboard,964.42,Hyderabad,CUST00903,4
2024-08-19,Headphones,1766.76,Delhi,CUST00834,3
2024-02-19,Webcam,2901.18,Bangalore,CUST00670,2
2024-01-21,Monitor,3669.02,Hyderabad,CUST00957,1
2024-04-18,Headphones,891.04,Chennai,CUST00189,2
2024-03-11,Webcam,2807.12,Bangalore,CUST00968,5
2024-05-05,Keyboard,4192.24,Kolkata,CUST00294,2
2024-01-02,Scanner,193.23,Mumbai,CUST00438,4
2024-02-05,Laptop,3178.25,Bangalore,CUST00109,1
2024-03-15,Monitor,860.67,Chennai,CUST00832,3
2024-12-16,Monitor,451.51,Hyderabad,CUST00789,5
2024-05-24,Mouse,2901.85,Mumbai,CUST00975,3
2024-12-22,Headphones,4339.15,Mumbai,CUST00645,5
2024-06-10,Headphones,114.25,Hyderabad,CUST00310,2
2024-08-16,Mouse,848.91,Hyderabad,CUST00887,2
2024-12-03,Scanner,1379.65,Ahmedabad,CUST00685,1
2024-11-04,Scanner,3032.43,Bangalore,CUST00234,2
2024-07-15,Headphones,260.96,Hyderabad,CUST00404,2
2024-08-23,Keyboard,4528.64,Pune,CUST00397,3
2024-12-09,Laptop,3529.32,Hyderabad,CUST00982,4
2024-01-19,Printer,4223.27,Kolkata,CUST00009,5
2024-12-02,Monitor,3983.35,Hyderabad,CUST00114,1
2024-10-03,Scanner,1774.78,Mumbai,CUST00711,1
2024-07-06,Monitor,3650.16,Hyderabad,CUST00850,5
2024-02-11,Webcam,3284.11,Delhi,CUST00815,5
2024-06-09,Keyboard,2169.31,Hyderabad,CUST00115,4
2024-12-14,Printer,603.66,Kolkata,CUST00251,2
2024-03-09,Keyboard,4864.12,Mumbai,CUST00158,2
2024-10-18,Webcam,4700.0,Hyderabad,CUST00117,3
2024-11-07,Monitor,2580.98,Ahmedabad,CUST00842,4
2024-07-31,Laptop,4486.25,Mumbai,CUST00754,3
2024-12-08,Scanner,4776.43,Bangalore,CUST00552,2
2024-07-13,Printer,2545.6,Ahmedabad,CUST00164,2
